,Isolate,AMIKACIN,CAPREOMYCIN,CIPROFLOXACIN,ETHAMBUTOL,ETHIONAMIDE,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PYRAZINAMIDE,RIFAMPICIN,STREPTOMYCIN
7255,SAMN02381023,S,,,S,S,S,S,,R,S,,S,S
7256,SAMN02381024,S,,,S,S,S,R,,S,S,,R,R
7257,SAMN02381025,S,,,S,S,S,S,,S,S,,R,R
7258,SAMN02381026,S,,,S,S,S,S,,S,S,,S,S
7259,SAMN02381027,S,,,,R,R,S,,R,S,,R,R
7260,SAMN02381031,R,,,S,S,S,R,,S,S,,S,S
7261,SAMN02381032,R,,,S,S,S,R,,S,S,,R,R
7262,SAMN02381033,S,,,S,S,S,S,,S,S,,S,S
7263,SAMN02381034,S,,,S,S,S,S,,S,S,,S,S
7264,SAMN02381035,S,,,S,S,S,S,,S,S,,S,S
7265,SAMN02381039,S,,,S,S,S,S,,S,S,,S,S
7266,SAMN02381050,S,,,S,S,R,S,,S,S,,S,S
7267,SAMN02381052,S,,,S,S,S,S,,S,R,,S,S
7268,SAMN02398693,R,,,,S,R,R,,R,R,,R,S
7269,SAMN02398694,R,,,R,R,R,R,,S,R,,R,S
7270,SAMN02398695,S,,,,R,,S,,R,R,,R,S
7271,SAMN02398696,R,,,,R,R,R,,R,R,,R,S
7272,SAMN02398697,S,,,S,S,S,S,,S,S,,R,S
7273,SAMN02398698,R,,,,R,R,R,,R,R,,R,S
7274,SAMN02398699,S,,,R,R,R,S,,R,S,,R,S
7275,SAMN02398700,S,,,,R,R,S,,R,R,,R,S
7276,SAMN02398701,S,,,R,R,R,S,,R,R,,R,R
7277,SAMN02398702,R,,,R,R,R,R,,R,R,,R,S
7278,SAMN02398703,R,,,R,R,R,R,,R,R,,R,S
7279,SAMN02398704,R,,,R,R,R,R,,R,R,,R,S
7280,SAMN02398705,S,,,,S,S,S,,S,S,,S,S
7281,SAMN02398706,S,,,S,S,S,S,,S,S,,S,S
7282,SAMN02398708,R,,,,S,R,R,,R,R,,R,S
7283,SAMN02398711,R,,,,R,R,R,,R,R,,R,S
7284,SAMN02398712,R,,,R,R,R,R,,R,R,,R,S
7285,SAMN02398713,R,,,R,R,R,R,,S,R,,R,
7286,SAMN02398714,R,,,R,R,,R,,R,R,,R,R
7287,SAMN02398715,S,,,,R,R,S,,R,R,,R,S
7288,SAMN02398716,S,,,R,R,R,R,,R,R,,R,S
7289,SAMN02402661,,,,S,S,S,,,S,S,,S,S
7290,SAMN02402663,,,,R,R,R,,,,,,R,R
7291,SAMN02402665,,,,S,S,R,,,,,,R,R
7292,SAMN02402666,,,,S,S,S,,,,,,S,S
7293,SAMN02403450,,,,,,R,,,,,,R,
7294,SAMN02403451,,,,,,R,,,,,,R,
7295,SAMN02403452,,,,,,R,,,,,,R,
7296,SAMN02403453,,S,,S,S,R,,,S,,,R,S
7297,SAMN02403454,,,,,,R,,,,,,R,
7298,SAMN02403455,,,,,,R,,,,,,R,
7299,SAMN02403456,,,,,,R,,,,,,R,
7300,SAMN02403457,,,,S,S,R,,,S,,,R,
7301,SAMN02403458,,,,,,R,,,,,,R,
7302,SAMN02403459,,,,,,R,,,,,,R,
7303,SAMN02403470,,S,,R,R,R,,,S,,,R,R
7304,SAMN02403472,,R,R,S,R,R,,,R,,,R,R
7305,SAMN02403474,,,,S,,R,,,,,,R,
7306,SAMN02403475,,,,,,R,,,,,,R,
7307,SAMN02403476,,S,,R,S,R,,,S,,,R,
7308,SAMN02403477,,,,,,R,,,,,,R,
7309,SAMN02403478,,,,,,R,,,,,,R,
7310,SAMN02403479,,,,S,S,R,,,S,,,R,
7311,SAMN02403480,,,,,,R,,,,,,R,
7312,SAMN02403481,,S,,S,S,R,,,S,,,R,S
7313,SAMN02403482,,S,,S,S,R,,,S,,,R,R
7314,SAMN02403483,,,,,,R,,,,,,R,
7315,SAMN02403484,,,,,,R,,,,,,R,
7316,SAMN02403485,,,,,,R,,,,,,R,
7317,SAMN02403486,,,,,,R,,,,,,R,
7318,SAMN02403487,,S,,S,S,R,,,S,,,R,S
7319,SAMN02403489,,,,,,R,,,,,,R,
7320,SAMN02403490,,,,,,R,,,,,,R,
7321,SAMN02403491,,S,,S,S,R,,,S,,,R,S
7322,SAMN02403492,,,,,,R,,,,,,R,
7323,SAMN02403493,,S,,S,S,R,,,S,,,R,S
7324,SAMN02403494,,,S,R,,R,S,,,,,R,R
7325,SAMN02403495,,,,,,R,,,,,,R,
7326,SAMN02403496,,,,S,S,R,,,S,,,R,
7327,SAMN02403497,,,,,,R,,,,,,R,
7328,SAMN02403498,,,S,S,,R,S,,,,,R,R
7329,SAMN02403499,,,,,,R,,,,,,R,
7330,SAMN02403500,,,S,S,,R,S,,,,,R,R
7331,SAMN02403501,,,,,,R,,,,,,R,
7332,SAMN02403502,,,S,S,,R,S,,,,,R,R
7333,SAMN02403503,,,,,,R,,,,,,R,
7334,SAMN02403504,,,,,,R,,,,,,R,
7335,SAMN02403505,,,,,,R,,,,,,R,
7336,SAMN02403507,,,S,S,,R,S,,,,,R,R
7337,SAMN02403509,,,,,,R,,,,,,R,
7338,SAMN02403510,,,,,,R,,,,,,R,
7339,SAMN02403511,,,S,S,,R,S,,,,,R,R
7340,SAMN02403512,,,,,,R,,,,,,R,
7341,SAMN02403513,,,S,S,,R,S,,,,,R,S
7342,SAMN02403514,,,,,,R,,,,,,R,
7343,SAMN02403515,,,S,S,,R,S,,,,,R,R
7344,SAMN02403516,,,,,,R,,,,,,R,
7345,SAMN02403517,,,S,S,,R,S,,,,,R,R
7346,SAMN02403518,,,S,S,,R,S,,,,,R,R
7347,SAMN02403519,,,,,,R,,,,,,R,
7348,SAMN02403520,,,,,,R,,,,,,R,
7349,SAMN02403521,,,S,S,,R,S,,,,,R,S
7350,SAMN02403522,,,S,R,,R,S,,,,,R,R
7351,SAMN02403523,,,,,,R,,,,,,R,
7352,SAMN02403524,,,,,,R,,,,,,R,
7353,SAMN02403526,,,S,S,,R,S,,,,,R,S
7354,SAMN02403527,,,,,,R,,,,,,R,
7355,SAMN02403528,,,,,,R,,,,,,R,
7356,SAMN02403529,,,,,,R,,,,,,R,
7357,SAMN02403530,,,S,S,,R,S,,,,,R,R
7358,SAMN02403531,,,,,,R,,,,,,R,
7359,SAMN02403532,,,,,,R,,,,,,R,
7360,SAMN02403533,,,S,S,,R,S,,,,,R,R
7361,SAMN02403535,,,,,,R,,,,,,R,
7362,SAMN02403536,,,,,,R,,,,,,R,
7363,SAMN02403537,,,S,S,,R,S,,,,,R,R
7364,SAMN02403538,,,S,S,,R,S,,,,,R,S
7365,SAMN02403539,,,S,S,,R,S,,,,,R,R
7366,SAMN02403540,,,,,,R,,,,,,R,
7367,SAMN02403541,,,S,S,,R,S,,,,,R,R
7368,SAMN02403542,,,,,,R,,,,,,R,
7369,SAMN02403543,,,S,S,,R,S,,,,,R,R
7370,SAMN02403544,,,,,,R,,,,,,R,
7371,SAMN02403546,,,S,S,,R,S,,,,,R,S
7372,SAMN02403548,,,,,,R,,,,,,R,
7373,SAMN02403549,,,S,S,,R,S,,,,,R,R
7374,SAMN02403550,,,,,,R,,,,,,R,
7375,SAMN02403551,,,S,S,,R,S,,,,,R,R
7376,SAMN02403552,,,,,,R,,,,,,R,
7377,SAMN02403554,,S,,,R,,S,,R,,,,
7378,SAMN02403555,,R,,R,R,R,S,,R,,,R,R
7379,SAMN02403559,,,,S,,R,,,,,,R,S
7380,SAMN02403560,,,,,,R,,,,,,R,
7381,SAMN02403561,,,S,S,,R,S,,,,,R,S
7382,SAMN02403562,,,,,,R,,,,,,R,
7383,SAMN02403563,,,S,S,,R,S,,,,,R,R
7384,SAMN02403564,,,,,,R,,,,,,R,
7385,SAMN02403565,,,S,S,,R,S,,,,,R,R
7386,SAMN02403566,,,,,,R,,,,,,R,
7387,SAMN02403567,,,S,S,,R,S,,,,,R,R
7388,SAMN02403568,,,,,,R,,,,,,R,
7389,SAMN02403569,,,R,S,,R,R,,,,,R,S
7390,SAMN02403570,,,S,S,,R,S,,,,,R,S
7391,SAMN02403571,,,,,,R,,,,,,R,
7392,SAMN02403572,,,S,R,,R,S,,,,,R,R
7393,SAMN02403573,,,,,,R,,,,,,R,
7394,SAMN02403574,,,S,S,,R,S,,,,,R,R
7395,SAMN02403575,,,,,,R,,,,,,R,
7396,SAMN02403578,,,,,,R,,,,,,R,
7397,SAMN02403579,,,S,S,,R,S,,,,,R,R
7398,SAMN02403580,,,S,S,,R,S,,,,,R,R
7399,SAMN02403581,,,,,,R,,,,,,R,
7400,SAMN02403584,,,S,S,,R,S,,,,,R,R
7401,SAMN02403586,,,S,S,,R,S,,,,,R,R
7402,SAMN02403587,,,,,,R,,,,,,R,
7403,SAMN02403588,,,,,,R,,,,,,R,
7404,SAMN02403590,,,S,S,,R,S,,,,,R,S
7405,SAMN02403591,,,,,,R,,,,,,R,
7406,SAMN02403592,,,,,,R,,,,,,R,
7407,SAMN02403593,,,S,S,,R,S,,,,,R,R
7408,SAMN02403594,,,S,S,,R,S,,,,,R,R
7409,SAMN02403595,,,,,,R,,,,,,R,
7410,SAMN02403597,,,,S,,R,,,,,,R,R
7411,SAMN02403598,,,S,S,,R,S,,,,,R,R
7412,SAMN02403599,,,,,,R,,,,,,R,
7413,SAMN02403600,,,,,,R,,,,,,R,
7414,SAMN02403601,,,S,S,,R,S,,,,,R,R
7415,SAMN02403602,,,,,,R,,,,,,R,
7416,SAMN02403603,,,,,,R,,,,,,R,
7417,SAMN02403604,,,S,S,,R,S,,,,,R,S
7418,SAMN02403605,,,S,S,,R,,,,,,R,R
7419,SAMN02403606,,,,,,R,,,,,,R,
7420,SAMN02403607,,,S,S,,R,S,,,,,R,R
7421,SAMN02403608,,,,,,R,,,,,,R,
7422,SAMN02403609,,,S,S,,R,S,,,,,R,R
7423,SAMN02403614,,,S,R,,R,S,,,,,R,R
7424,SAMN02403618,,,S,S,,R,S,,,,,R,S
7425,SAMN02403619,,,,,,R,,,,,,R,
7426,SAMN02403620,,,R,S,,R,R,,,,,R,S
7427,SAMN02403621,,,,,,R,,,,,,R,
7428,SAMN02403622,,,,,,R,,,,,,R,
7429,SAMN02403623,,,S,S,,R,S,,,,,R,R
7430,SAMN02403625,,R,,,R,,R,,R,,,,
7431,SAMN02403628,,,,,,R,,,,,,R,
7432,SAMN02403629,,S,,S,S,R,,,S,,,R,R
7433,SAMN02403631,,,,,,R,,,,,,R,
7434,SAMN02403632,,,,S,R,R,,,S,,,R,
7435,SAMN02414841,,,,S,,R,,,S,,,R,R
7436,SAMN02414842,,,,S,,R,,,,,,R,R
7437,SAMN02414844,,,,R,,R,,,,,,R,S
7438,SAMN02414845,,,,S,,R,,,,,,R,
7439,SAMN02414846,,,,S,,R,,,,,,R,S
7440,SAMN02414847,,,,S,,R,,,,,,R,S
7441,SAMN02414848,,,,S,,S,,,S,,,S,S
7442,SAMN02414851,,,,R,,R,,,,,,R,S
7443,SAMN02414852,,,,R,,R,,,,,,R,R
7444,SAMN02414853,,,,,,R,,,,,,R,R
7445,SAMN02414854,,,,S,,R,,,,,,R,S
7446,SAMN02414855,,,,S,,R,,,,,,R,
7447,SAMN02414856,,,,S,,R,,,,,,R,S
7448,SAMN02414857,,,,S,,R,,,,,,R,
7449,SAMN02414858,,,,R,,R,,,,,,R,R
7450,SAMN02414859,,,,R,,R,,,S,,,R,R
7451,SAMN02414860,,,,S,,S,,,,,,S,
7452,SAMN02414861,,,,S,,R,,,S,,,R,
7453,SAMN02414862,,,,S,,R,,,R,,,R,
7454,SAMN02414863,,,,S,,R,,,,,,R,
7455,SAMN02414864,,,,R,,R,,,,,,R,R
7456,SAMN02414865,,,,,,R,,,,,,R,
7457,SAMN02414866,,,,R,,R,,,,,,R,
7458,SAMN02414867,,,,S,,R,,,,,,R,S
7459,SAMN02414868,,,,S,,S,,,,,,S,S
7460,SAMN02414869,,,,,,R,,,,,,R,
7461,SAMN02414870,,,,S,,R,,,,,,R,
7462,SAMN02414871,,,,,,R,,,S,,,R,
7463,SAMN02414872,,,,S,,R,,,,,,R,
7464,SAMN02414873,,,,S,,R,,,,,,R,
7465,SAMN02414874,,,,S,,R,,,,,,R,
7466,SAMN02414875,,,,S,,R,,,,,,R,
7467,SAMN02414876,,,,,,R,,,,,,R,
7468,SAMN02414877,,,,R,,R,,,,,,R,S
7469,SAMN02414878,,,,R,,R,,,,,,R,R
7470,SAMN02414879,,,,R,,R,,,,,,R,R
7471,SAMN02414880,,,,S,,R,,,,,,R,
7472,SAMN02414881,,,,S,,R,,,,,,R,R
7473,SAMN02414883,,,,S,,R,,,,,,R,R
7474,SAMN02414884,,,,S,,R,,,S,,,R,R
7475,SAMN02414886,,,,R,,R,,,,,,R,S
7476,SAMN02414887,,,,S,,R,,,,,,R,
7477,SAMN02414888,,,,S,,R,,,,,,R,
7478,SAMN02414889,,,,R,,R,,,,,,R,
7479,SAMN02414890,,,,R,,R,,,,,,R,R
7480,SAMN02414891,,,,S,,S,,,,,,S,
7481,SAMN02414892,,,,,,R,,,,,,R,
7482,SAMN02414893,,,,S,,R,,,,,,R,R
7483,SAMN02414894,,,,S,,R,,,,,,R,S
7484,SAMN02414895,,,,S,,S,,,,,,S,S
7485,SAMN02414896,,,,R,,R,,,S,,,R,
7486,SAMN02414897,,,,R,,R,,,,,,R,S
7487,SAMN02414898,,,,S,,R,,,,,,R,
7488,SAMN02414899,,,,S,,R,,,,,,R,R
7489,SAMN02414900,,,,R,,R,,,,,,R,R
7490,SAMN02414901,,,,R,,R,,,,,,R,S
7491,SAMN02414902,,,,,,R,,,,,,R,
7492,SAMN02414903,,,,R,,R,,,,,,R,
7493,SAMN02414904,,,,R,,R,,,,,,R,
7494,SAMN02414905,,,,R,,R,,,,,,R,R
7495,SAMN02414906,,,,S,,R,,,,,,R,
7496,SAMN02414908,,,,R,,R,,,,,,R,
7497,SAMN02414909,,,,R,,R,,,,,,R,
7498,SAMN02414910,,,,S,,R,,,,,,R,
7499,SAMN02414911,,,,R,,R,,,,,,R,R
7500,SAMN02414912,,,,S,,S,,,,,,S,
7501,SAMN02414913,,,,S,,R,,,,,,R,
7502,SAMN02414914,,,,,,R,,,,,,R,
7503,SAMN02414915,,,,S,,R,R,,S,,,R,R
7504,SAMN02414916,,,,S,,R,,,,,,R,R
7505,SAMN02414917,,,,R,,R,,,,,,R,R
7506,SAMN02414918,,,,R,,R,,,,,,R,R
7507,SAMN02414919,,,,S,,R,,,,,,R,S
7508,SAMN02414923,,,,S,,R,,,,,,R,R
7509,SAMN02414926,,,,R,,R,,,,,,R,R
7510,SAMN02414930,,,,S,,R,,,,,,R,R
7511,SAMN02414931,,,,R,,R,,,,,,R,R
7512,SAMN02414932,,,,S,,R,,,,,,R,R
7513,SAMN02414933,,,,S,,R,,,,,,R,R
7514,SAMN02414934,,,,S,,R,,,,,,R,S
7515,SAMN02414935,,,,R,,R,,,,,,R,R
7516,SAMN02414936,,,,R,,R,,,,,,R,R
7517,SAMN02414937,,,,S,,R,,,,,,R,R
7518,SAMN02414938,,,,S,,R,,,,,,R,
7519,SAMN02414939,,,,R,,R,,,,,,R,R
7520,SAMN02414950,,,,S,,R,,,,,,R,R
7521,SAMN02414951,,,,S,,R,,,,,,R,R
7522,SAMN02414952,,,,S,,R,,,,,,R,S
7523,SAMN02414953,,,,R,,R,,,,,,R,S
7524,SAMN02414954,,,,S,,R,,,,,,R,R
7525,SAMN02414955,,,,R,,R,,,,,,R,S
7526,SAMN02414956,,,,S,,R,,,,,,R,S
7527,SAMN02414957,,,,S,,R,,,,,,R,R
7528,SAMN02414958,,,,S,,R,,,,,,R,S
7529,SAMN02414959,,,,R,,R,,,,,,R,S
7530,SAMN02414970,,,,R,,R,,,,,,R,R
7531,SAMN02414971,,,,S,,R,,,,,,R,R
7532,SAMN02414972,,,,S,,R,,,,,,R,
7533,SAMN02414973,,,,S,,R,,,,,,R,R
7534,SAMN02414974,,,,R,,R,,,,,,R,S
7535,SAMN02414975,,,,R,,R,,,,,,R,R
7536,SAMN02414976,,,,S,,R,,,,,,R,
7537,SAMN02414977,,,,S,,R,,,,,,R,
7538,SAMN02414978,,,,R,,R,S,,S,,,R,R
7539,SAMN02414979,,,,R,,R,S,,S,,,R,S
7540,SAMN02414980,,,,R,,R,S,,S,,,R,R
7541,SAMN02414981,,,,S,,R,S,,S,,,R,R
7542,SAMN02414982,,,,R,,R,R,,R,,,R,R
7543,SAMN02414983,,,,S,,R,S,,S,,,R,S
7544,SAMN02414985,,,,S,,S,,,,,,S,
7545,SAMN02414986,,,,S,,R,S,,S,,,R,R
7546,SAMN02414987,,,,R,,R,R,,R,,,R,R
7547,SAMN02414988,,,,S,,R,,,S,,,R,S
7548,SAMN02414989,,,,R,,R,S,,S,,,R,S
7549,SAMN02414990,,,,S,,R,S,,S,,,R,R
7550,SAMN02414991,,,,R,,R,R,,R,,,R,R
7551,SAMN02419533,R,R,,R,S,R,R,,R,S,,R,R
7552,SAMN02419534,R,R,,R,S,R,R,,S,S,,R,R
7553,SAMN02419535,S,S,,R,S,R,S,,R,R,R,,R
7554,SAMN02419536,R,R,,R,S,R,R,,S,S,R,R,R
7555,SAMN02419537,S,S,,S,S,S,S,,S,S,S,S,S
7556,SAMN02419538,S,S,,R,S,R,R,,R,S,R,R,R
7557,SAMN02419539,S,S,,S,S,S,S,,S,S,,S,S
7558,SAMN02419541,R,R,,R,S,R,R,,R,S,,R,R
7559,SAMN02419542,S,S,,S,S,R,S,,S,S,S,R,R
7560,SAMN02419543,S,S,,R,S,R,S,,,R,,R,R
7561,SAMN02419544,S,S,,S,S,S,S,,S,S,,S,S
7562,SAMN02419545,S,R,,R,R,R,R,,S,S,R,R,R
7563,SAMN02419546,S,S,,S,S,S,S,,S,S,S,S,S
7564,SAMN02419547,R,R,,R,R,R,R,,S,S,R,R,R
7565,SAMN02419548,R,R,,R,S,R,R,,R,R,,R,R
7566,SAMN02419549,R,R,,R,R,R,R,,S,S,,R,R
7567,SAMN02419550,S,R,,R,R,R,R,,S,S,R,R,R
7568,SAMN02419551,S,R,,R,S,R,S,,,R,,R,R
7569,SAMN02419552,S,S,,S,S,S,S,,S,S,,S,S
7570,SAMN02419553,S,S,,S,S,R,S,,,S,,R,R
7571,SAMN02419555,R,R,,R,R,R,R,,R,S,R,R,R
7572,SAMN02419556,R,R,,R,S,R,R,,R,S,,R,R
7573,SAMN02419558,R,R,,R,S,R,R,,R,S,,R,R
7574,SAMN02419559,S,S,,R,S,R,S,,S,S,,R,R
7575,SAMN02419560,R,R,,R,S,R,R,,R,S,R,R,R
7576,SAMN02419561,S,S,,R,S,R,S,,R,S,R,R,R
7577,SAMN02419562,S,S,,R,S,R,S,,S,S,,R,R
7578,SAMN02419563,R,R,,R,R,R,R,,R,R,R,R,R
7579,SAMN02419564,R,R,,R,R,R,R,,S,S,R,R,R
7580,SAMN02419565,R,R,,R,R,R,R,,R,S,R,R,R
7581,SAMN02419566,R,R,,R,R,R,R,,R,S,,R,R
7582,SAMN02419567,R,R,,R,S,R,R,,R,S,,R,R
7583,SAMN02419568,S,S,,S,S,S,S,,S,S,S,S,R
7584,SAMN02419569,R,R,,R,R,R,R,,R,S,,R,R
7585,SAMN02419570,R,R,,R,S,R,R,,R,S,,R,R
7586,SAMN02419571,R,R,,R,S,R,R,,R,S,,R,R
7587,SAMN02419572,R,R,,R,R,R,R,,S,S,,R,R
7588,SAMN02419573,S,S,,R,S,R,S,,R,S,,R,R
7589,SAMN02419574,R,R,,R,R,R,R,,R,S,,R,R
7590,SAMN02419575,S,S,,S,S,S,S,,S,S,,S,S
7591,SAMN02419577,S,S,,R,S,R,S,,R,R,R,,R
7592,SAMN02419578,S,S,,R,S,R,S,,S,R,,R,R
7593,SAMN02419579,R,R,,R,S,R,R,,S,S,,R,R
7594,SAMN02419580,S,S,,S,S,R,S,,S,S,,R,R
7595,SAMN02419581,S,S,,S,S,S,S,,S,S,,S,S
7596,SAMN02419582,S,S,,R,R,R,R,,S,S,R,R,R
7597,SAMN02419583,R,R,,R,S,R,R,,R,S,,R,R
7598,SAMN02419584,S,S,,S,S,S,S,,S,S,,S,S
7599,SAMN02419585,R,R,,R,R,R,R,,R,S,,R,R
7600,SAMN02419586,S,S,,R,S,R,S,,,R,,R,R
7601,SAMN02419587,R,R,,R,R,R,R,,R,S,R,R,R
7602,SAMN02419588,R,R,,R,R,R,R,,S,S,,R,R
7603,SAMN02419589,S,S,,S,S,S,S,,S,S,,S,R
7604,SAMN02419591,R,R,,R,S,R,R,,R,R,,R,R
7605,SAMN02419592,S,S,,R,S,R,S,,R,S,,R,R
7606,SAMN02419593,R,R,,R,R,R,R,,R,S,,R,R
7607,SAMN02419594,S,S,,S,S,S,S,,S,S,,S,R
7608,SAMN02419595,S,S,,R,S,R,S,,R,S,R,R,R
7609,SAMN02419596,S,S,,R,S,R,S,,R,S,,R,R
7610,SAMN02419597,R,R,,R,R,R,R,,,R,,R,R
7611,SAMN02419598,S,S,,S,S,S,S,,S,S,,S,S
7612,SAMN02419599,S,S,,R,R,R,S,,S,S,,R,R
7613,SAMN02419600,S,S,,R,S,R,R,,R,R,,R,R
7614,SAMN02419601,S,S,,S,S,S,S,,S,S,,S,S
7615,SAMN02419602,R,R,,R,S,R,R,,R,S,,R,R
7616,SAMN02419604,S,R,,R,R,R,R,,R,S,,R,R
7617,SAMN02419605,R,R,,R,S,R,R,,R,S,,R,R
7618,SAMN02419606,R,R,,R,S,R,R,,R,S,,R,R
7619,SAMN02419607,R,R,,R,R,R,R,,,S,,R,R
7620,SAMN02419608,R,R,,R,S,R,R,,R,S,,R,R
7621,SAMN02419609,R,R,,R,R,R,R,,R,S,,R,R
7622,SAMN02419610,R,R,,R,R,R,R,,S,S,R,R,R
7623,SAMN02419611,R,R,,R,R,R,R,,,S,,R,R
7624,SAMN02419612,R,R,,R,S,R,R,,R,S,,R,R
7625,SAMN02419613,R,R,,R,S,R,R,,R,S,,R,R
7626,SAMN02419614,R,R,,R,S,R,R,,R,S,,R,R
7627,SAMN02419615,S,S,,S,S,R,S,,S,S,,R,R
7628,SAMN02419616,R,R,,R,S,R,R,,,S,R,R,R
7629,SAMN02419617,R,R,,R,R,R,R,,R,R,R,R,R
7630,SAMN02419618,S,S,,R,S,R,R,,S,R,R,R,R
7631,SAMN02419620,S,S,,S,S,S,S,,S,S,S,S,S
7632,SAMN02419621,R,R,,R,S,R,R,,R,S,,R,R
7633,SAMN02419622,S,S,,R,R,R,R,,R,R,,R,R
7634,SAMN02419624,R,R,,R,R,R,R,,,R,,R,R
7635,SAMN02419625,S,S,,S,S,S,S,,S,S,,S,S
7636,SAMN02419626,S,R,,R,R,R,R,,R,S,R,R,R
7637,SAMN02419627,S,,,S,S,S,S,,S,S,,S,S
7638,SAMN02419628,R,R,,R,S,R,R,,R,S,,R,R
7639,SAMN02419629,R,R,,R,S,R,R,,R,S,,R,R
7640,SAMN02419630,S,S,,S,S,S,S,,S,S,,S,S
7641,SAMN02419631,S,S,,R,S,R,S,,S,S,R,R,R
7642,SAMN02419632,S,S,,S,S,R,S,,S,S,,S,S
7643,SAMN02419633,S,,,S,S,S,S,,S,S,,S,S
7644,SAMN02419634,R,R,,R,R,R,R,,,S,,R,R
7645,SAMN02419635,S,S,,S,S,S,S,,S,S,S,S,S
7646,SAMN02419636,R,R,,R,S,R,R,,R,R,,R,R
7647,SAMN02419637,R,R,,R,R,R,R,,,S,,R,R
7648,SAMN02419638,S,S,,R,S,R,S,,S,S,,R,R
7649,SAMN02419639,R,R,,R,S,R,R,,R,S,,R,R
7650,SAMN02419641,S,S,,R,R,R,R,,S,S,R,R,R
7651,SAMN02419642,S,S,,S,S,S,S,,S,S,S,S,S
7652,SAMN02419643,R,R,,R,R,R,R,,R,S,,R,R
7653,SAMN02419644,S,S,,S,S,S,S,,S,S,,S,S
7654,SAMN02419646,S,S,,S,S,S,S,,S,S,,S,S
7655,SAMN02419647,S,S,,R,S,R,R,,S,R,,R,R
7656,SAMN02419649,R,R,,R,S,R,R,,R,S,,R,R
7657,SAMN02419650,R,R,,R,S,R,R,,R,S,,R,R
7658,SAMN02419651,S,S,,R,S,R,R,,R,S,R,R,R
7659,SAMN02419653,S,S,,R,S,R,R,,S,S,,R,R
7660,SAMN02419654,S,S,,R,R,R,R,,R,R,,R,R
7661,SAMN02419655,R,R,,R,S,R,R,,R,S,R,R,R
7662,SAMN02419656,S,S,,R,S,R,R,,S,S,,R,R
7663,SAMN02419657,S,S,,R,S,R,S,,S,S,R,R,R
7664,SAMN02419658,S,S,,R,S,R,S,,S,S,R,R,R
7665,SAMN02419659,R,R,,R,S,R,R,,R,S,,R,R
7666,SAMN02419660,S,S,,R,S,R,S,,S,S,,R,R
7667,SAMN02419661,R,R,,R,S,R,R,,,R,,R,R
7668,SAMN02419662,R,R,,R,S,R,R,,R,R,,R,R
7669,SAMN02419663,S,S,,S,S,S,S,,S,S,,S,R
7670,SAMN02419664,R,R,,R,S,R,R,,R,R,,R,R
7671,SAMN02419665,S,S,,S,S,R,S,,R,S,,R,R
7672,SAMN02419666,S,S,,S,S,S,S,,S,S,,S,S
7673,SAMN02419667,R,R,,R,S,R,R,,R,R,,R,R
7674,SAMN02419668,R,R,,R,S,R,R,,,S,R,R,R
7675,SAMN02419669,S,S,,R,S,R,R,,R,S,,R,R
7676,SAMN02419670,R,R,,R,S,R,R,,,S,R,R,R
7677,SAMN02419671,R,S,,R,S,R,R,,R,S,,R,R
7678,SAMN02419672,S,S,,R,S,R,R,,S,S,,R,R
7679,SAMN02419673,S,,,S,S,S,S,,S,S,,S,S
7680,SAMN02419674,S,S,,R,S,R,S,,R,S,R,R,R
7681,SAMN02419675,R,R,,R,S,R,R,,S,S,,R,R
7682,SAMN02419676,R,R,,R,R,R,R,,S,S,,R,R
7683,SAMN02419677,S,,,R,S,R,S,,S,S,,R,R
7684,SAMN02419678,R,R,,R,R,R,R,,R,R,,R,R
7685,SAMN02419679,S,,,R,S,R,S,,R,S,,R,R
7686,SAMN02419680,S,S,,S,S,S,S,,S,S,,S,S
7687,SAMN02419681,S,,,S,S,S,S,,S,S,,S,S
7688,SAMN02419685,R,R,,R,R,R,R,,S,S,,R,R
7689,SAMN02419686,S,S,,R,S,R,S,,S,S,,R,R
7690,SAMN02567661,S,,,S,R,S,S,,S,S,,S,S
7691,SAMN02567674,S,,,S,R,,S,,S,S,,S,S
7692,SAMN02567679,S,,,S,R,,S,,S,S,,S,S
7693,SAMN02567680,S,,,S,R,R,S,,S,S,,R,S
7694,SAMN02567682,S,,,S,S,S,S,,S,S,,S,S
7695,SAMN02567683,S,,,S,S,S,S,,S,S,,S,S
7696,SAMN02567684,R,,,S,S,S,R,,S,S,,S,S
7697,SAMN02567698,S,,,R,,R,S,,R,,,R,S
7698,SAMN02567699,S,,,R,,R,S,,S,,,R,R
7699,SAMN02567700,R,,,R,,R,R,,R,,,R,R
7700,SAMN02567701,R,,,R,,R,R,,S,,,R,R
7701,SAMN02567702,S,,,R,,R,S,,S,,,R,S
7702,SAMN02567703,S,,,R,,R,S,,S,,,R,R
7703,SAMN02567704,R,,,R,,R,R,,S,,,R,R
7704,SAMN02567705,R,,,R,,R,R,,S,,,R,S
7705,SAMN02567706,S,,,S,,R,S,,S,,,R,R
7706,SAMN02567707,S,,,R,,R,S,,R,,,R,R
7707,SAMN02567708,R,,,R,,R,R,,S,,,R,R
7708,SAMN02567709,S,,,R,,R,S,,S,,,R,R
7709,SAMN02567710,S,,,R,,R,S,,R,,,R,R
7710,SAMN02567711,S,,,R,,R,S,,S,,,R,R
